Date,Price,Open,High,Low,Vol.,Change %
05/25/2020,58440,58135,59733,56918,6.06M,0.39%
05/22/2020,58212,58592,58896,57527,2.80M,-1.92%
05/21/2020,59353,58973,59733,58440,2.95M,1.17%
05/20/2020,58668,55472,58668,55396,5.59M,5.33%
05/19/2020,55700,55548,56842,55016,4.80M,1.81%
05/18/2020,54711,54255,55244,53950,2.15M,0.42%
05/15/2020,54483,54026,54787,53646,2.02M,1.42%
05/14/2020,53722,53950,54331,53570,2.95M,-1.12%
05/13/2020,54331,55244,55548,53950,4.39M,-2.86%
5/12/2020,55929,55777,56233,54787,2.30M,0.00%
5/11/2020,55929,54026,56233,53874,3.63M,3.67%
5/8/2020,53950,51744,55016,51591,4.73M,4.88%
5/7/2020,51439,51363,51744,50374,1.92M,0.89%
5/6/2020,50983,48396,51363,48243,5.57M,5.35%
5/5/2020,48396,49233,49841,48243,3.12M,-2.00%
5/4/2020,49385,48396,49385,48396,2.05M,2.04%
04/29/2020,48396,49156,49461,48167,3.51M,-1.55%
04/28/2020,49156,50983,52124,49080,4.72M,0.15%
04/27/2020,49080,49841,50907,48700,1.61M,-0.77%
04/24/2020,49461,50678,50830,48928,2.79M,-2.40%
04/23/2020,50678,50983,51287,49917,1.42M,1.83%
04/22/2020,49765,49613,51744,49613,1.69M,-3.82%
04/21/2020,51744,51744,51972,50298,1.58M,-0.73%
04/20/2020,52124,52809,52809,51744,666.08K,0.00%
04/17/2020,52124,51363,52657,51363,954.29K,1.48%
04/16/2020,51363,51439,51896,50830,872.22K,-0.44%
04/15/2020,51591,52048,52505,51363,693.71K,-0.30%
04/14/2020,51744,51744,52428,50602,835.24K,1.04%
04/13/2020,51211,51744,52885,51059,584.31K,0.30%
4/10/2020,51059,52124,52657,50983,667.30K,-2.75%
4/9/2020,52505,53265,53950,52352,1.11M,-1.43%
4/8/2020,53265,49080,53265,48700,1.24M,6.06%
4/7/2020,50222,49841,50222,47254,1.17M,6.97%
4/6/2020,46950,45656,46950,44591,694.23K,6.93%
4/3/2020,43906,42765,43906,42004,1.22M,5.29%
4/1/2020,41699,40482,43602,40482,720.07K,-0.36%
03/31/2020,41851,42460,44058,39569,859.31K,-1.43%
03/30/2020,42460,42460,43373,42460,1.21M,-7.00%
03/27/2020,45656,45656,46721,44515,924.00K,-1.64%
03/26/2020,46417,44971,47939,43526,2.63M,3.22%
03/25/2020,44971,43373,44971,41091,2.38M,6.87%
03/24/2020,42080,42156,44439,42080,2.65M,-6.90%
03/23/2020,45200,45656,47178,45200,257.66K,-6.90%
03/20/2020,48548,52124,52124,48548,1.76M,-6.86%
03/19/2020,52124,51211,52733,49461,1.93M,-1.44%
03/18/2020,52885,53037,53494,51363,2.22M,-0.57%
03/17/2020,53189,51363,54331,51363,1.42M,-2.65%
03/16/2020,54635,54026,54635,51363,1.26M,-0.28%
03/13/2020,54787,50983,54787,50983,1.74M,0.00%
3/12/2020,54787,57451,57451,54179,1.51M,-5.88%
3/11/2020,58212,58212,58440,54179,1.21M,0.00%
3/10/2020,58212,54026,58212,54026,1.37M,1.60%
3/9/2020,57298,59810,59810,57298,1.27M,-6.92%
3/6/2020,61560,60875,61560,60114,441.66K,-0.12%
3/5/2020,61636,60951,62016,60951,469.44K,0.62%
3/4/2020,61255,60190,61255,60038,1.17M,0.00%
3/3/2020,61255,61255,61712,61027,965.28K,0.00%
3/2/2020,61255,60190,61331,60114,582.37K,0.12%
02/28/2020,61179,59733,61179,59733,1.12M,-0.50%
02/27/2020,61484,60799,61636,60114,1.66M,-0.12%
02/26/2020,61560,63158,63158,61103,847.44K,-2.65%
02/25/2020,63234,62625,63766,61636,533.39K,-1.07%
02/24/2020,63919,63386,64756,63386,805.19K,-2.44%
02/21/2020,65517,65821,66125,65440,239.42K,-0.92%
02/20/2020,66125,65821,66430,65364,352.79K,1.05%
02/19/2020,65440,65136,65821,64832,668.34K,0.00%
02/18/2020,65440,65897,66201,65136,421.03K,-0.81%
02/17/2020,65973,66962,66962,65821,213.98K,-1.03%
02/14/2020,66658,65060,67419,65060,625.98K,1.86%
02/13/2020,65440,65593,65745,65060,547.36K,-0.58%
2/12/2020,65821,65973,65973,65593,513.92K,0.35%
2/11/2020,65593,65440,65745,65060,782.72K,0.00%
2/10/2020,65593,65517,65973,65288,485.68K,-0.92%
2/7/2020,66201,66125,66810,66049,763.89K,0.23%
2/6/2020,66049,65669,66201,65440,629.75K,0.93%
2/5/2020,65440,66049,66049,64984,3.13M,0.35%
2/4/2020,65212,64832,65821,64680,1.08M,0.59%
2/3/2020,64832,63310,65364,62397,981.90K,-2.63%
01/31/2020,66582,66582,67343,66277,1.67M,0.11%
01/30/2020,66506,66354,66810,65288,1.84M,-2.24%
01/22/2020,68028,66506,68104,66430,874.99K,2.17%
01/21/2020,66582,65440,66582,65440,849.78K,1.75%
01/20/2020,65440,65440,65745,65212,925.38K,0.00%
01/17/2020,65440,65593,66886,65440,717.85K,-0.12%
01/16/2020,65517,65745,65745,65364,574.42K,-0.23%
01/15/2020,65669,65821,65821,65288,546.84K,0.00%
01/14/2020,65669,65593,66049,65517,470.08K,0.00%
01/13/2020,65669,64527,66049,64299,1.15M,2.13%
1/10/2020,64299,63386,64603,62929,909.71K,1.44%
1/9/2020,63386,63462,63690,63082,547.62K,0.97%
1/8/2020,62777,63158,63538,61636,719.80K,-1.55%
1/7/2020,63766,63158,64527,63158,767.47K,0.48%
1/6/2020,63462,64375,64680,63005,1.33M,-2.11%
1/3/2020,64832,64603,64984,64375,512.81K,0.35%
1/2/2020,64603,64299,65060,64299,310.18K,0.12%
12/31/2019,64527,65060,65288,64299,559.86K,-0.82%
12/30/2019,65060,64223,65897,64223,1.17M,1.18%
12/27/2019,64299,64071,64603,63462,675.58K,0.36%
12/26/2019,64071,63690,64603,63310,554.54K,0.60%
12/25/2019,63690,63690,64071,63005,470.37K,0.00%
12/24/2019,63690,63386,63766,62245,1.09M,-0.12%
12/23/2019,63766,64680,64680,63614,739.34K,-0.48%
12/20/2019,64071,63919,65136,63919,1.98M,0.36%
12/19/2019,63842,63766,64680,62777,1.36M,0.00%
12/18/2019,63842,64451,65060,63158,1.74M,-1.87%
12/17/2019,65060,65517,66201,64375,1.12M,-0.70%
12/16/2019,65517,66658,67343,65136,1.87M,-3.37%
12/13/2019,67799,69397,69550,67799,544.97K,-2.30%
12/12/2019,69397,69321,69397,68484,1.15M,0.11%
12/11/2019,69321,69473,69626,68028,839.36K,-0.44%
12/10/2019,69626,70234,70234,66962,2.01M,-0.54%
12/9/2019,70006,70006,70767,69626,813.10K,0.00%
12/6/2019,70006,70006,70158,69702,3.28M,0.00%
12/5/2019,70006,70615,71147,69854,4.44M,0.22%
12/4/2019,69854,69778,70234,68941,3.19M,0.00%
12/3/2019,69854,69397,70234,68104,4.37M,-0.11%
12/2/2019,69930,70387,70767,69550,5.73M,0.00%
11/29/2019,69930,69702,70006,69093,3.69M,0.33%
11/28/2019,69702,70767,70767,69626,3.38M,-1.50%
11/27/2019,70767,71147,71147,70615,2.78M,-0.32%
11/26/2019,70995,71528,71604,70995,4.27M,0.11%
11/25/2019,70919,70387,71452,69778,2.99M,-0.32%
11/22/2019,71147,72974,72974,68712,4.93M,-1.89%
11/21/2019,72517,73202,73354,72365,4.16M,-0.94%
11/20/2019,73202,73963,73963,72441,2.61M,-0.31%
11/19/2019,73430,73430,74876,72974,3.00M,0.21%
11/18/2019,73278,73430,73659,72822,1.52M,0.00%
11/15/2019,73278,73963,74115,73202,1.32M,-0.10%
11/14/2019,73354,74800,75561,73202,1.92M,-0.72%
11/13/2019,73887,74420,74724,73506,1.70M,-0.72%
11/12/2019,74420,75333,75637,74191,1.80M,-0.91%
11/11/2019,75104,74876,75865,74496,994.71K,0.20%
11/8/2019,74952,75713,76017,74572,1.60M,-1.01%
11/7/2019,75713,75409,77844,75409,2.71M,0.10%
11/6/2019,75637,74115,76854,74115,2.18M,1.53%
11/5/2019,74496,73050,74952,72898,2.39M,1.98%
11/4/2019,73050,72822,74191,72061,1.46M,0.84%
11/1/2019,72441,68028,72441,67875,3.37M,6.97%
10/31/2019,67723,67571,68332,67495,1.31M,0.22%
10/30/2019,67571,66962,67799,66734,958.93K,1.37%
10/29/2019,66658,66201,66962,66125,1.32M,1.86%
10/28/2019,65440,65440,65973,65060,947.02K,0.00%
10/25/2019,65440,65440,65593,64984,885.48K,-0.12%
10/24/2019,65517,65212,65517,64832,706.63K,0.23%
10/23/2019,65364,65440,65440,64680,696.21K,-0.12%
10/22/2019,65440,65821,66049,65364,455.82K,-0.58%
10/21/2019,65821,66201,66201,65136,630.02K,-0.57%
10/18/2019,66201,65821,66430,65593,426.06K,0.58%
10/17/2019,65821,65669,66962,64908,894.89K,0.12%
10/16/2019,65745,65745,65745,64908,819.30K,0.00%
10/15/2019,65745,66582,66810,65288,836.07K,-1.71%
10/14/2019,66886,67267,67267,66582,371.34K,-0.57%
10/11/2019,67267,67419,67419,66962,585.00K,-0.11%
10/10/2019,67343,67419,67419,66658,466.88K,0.00%
10/9/2019,67343,67419,67571,67038,381.19K,-0.11%
10/8/2019,67419,67723,67723,67038,409.51K,-0.45%
10/7/2019,67723,67723,67723,67115,625.85K,-0.22%
10/4/2019,67875,68104,68104,67267,557.09K,-0.11%
10/3/2019,67952,67343,67952,66962,425.28K,0.34%
10/2/2019,67723,67875,67952,67343,600.72K,-0.22%
10/1/2019,67875,68104,68104,67495,301.51K,-0.11%
09/30/2019,67952,68484,68484,67647,638.46K,0.00%
09/27/2019,67952,67495,68332,67191,500.43K,0.68%
09/26/2019,67495,68104,68408,66582,694.02K,-0.89%
09/25/2019,68104,67799,68408,67495,295.32K,0.00%
09/24/2019,68104,68104,68332,67647,372.53K,0.00%
09/23/2019,68104,68180,68408,67571,347.45K,-0.11%
09/20/2019,68180,68789,68789,68104,1.34M,-0.77%
09/19/2019,68712,68789,68789,67191,657.89K,-0.11%
09/18/2019,68789,68712,68865,68408,568.35K,0.11%
09/17/2019,68712,67343,68865,67267,1.20M,2.03%
09/16/2019,67343,66277,67647,66277,732.50K,0.57%
09/13/2019,66962,66506,66962,65517,470.31K,1.27%
9/12/2019,66125,66506,66506,65669,376.78K,0.69%
9/11/2019,65669,66582,66810,65288,714.70K,-1.93%
9/10/2019,66962,67267,67343,66430,412.94K,-0.45%
9/9/2019,67267,67571,67571,66886,438.00K,-0.45%
9/6/2019,67571,67723,67723,66962,316.87K,-0.22%
9/5/2019,67723,67723,68180,67419,558.69K,0.00%
9/4/2019,67723,66734,67875,66354,1.12M,1.60%
9/3/2019,66658,66810,66886,66354,316.45K,-0.23%
08/30/2019,66810,66049,66962,66049,567.09K,1.15%
08/29/2019,66049,66049,66201,64908,447.94K,0.00%
08/28/2019,66049,65440,66582,65440,386.63K,0.23%
08/27/2019,65897,65364,66886,65364,1.13M,0.82%
08/26/2019,65364,64680,65593,64680,487.88K,-1.26%
08/23/2019,66201,66962,66962,66201,757.35K,-1.02%
08/22/2019,66886,66582,66886,66049,494.43K,0.69%
08/21/2019,66430,65897,66962,65745,712.52K,0.69%
08/20/2019,65973,64071,66049,64071,835.02K,2.97%
08/19/2019,64071,63919,64147,63538,444.57K,0.84%
08/16/2019,63538,63614,64832,63538,766.44K,-0.60%
08/15/2019,63919,62397,63919,61636,479.53K,1.20%
08/14/2019,63158,63538,64223,63158,633.52K,0.12%
08/13/2019,63082,63919,63919,62473,940.21K,-1.54%
8/12/2019,64071,63462,64147,63386,297.88K,0.24%
8/9/2019,63919,64680,64680,63614,458.30K,-0.59%
8/8/2019,64299,63919,65060,62929,722.85K,1.81%
8/7/2019,63158,63910,64135,62631,941.88K,0.60%
8/6/2019,62782,63534,63684,62331,1.25M,-2.00%
8/5/2019,64060,66917,67669,64060,1.17M,-5.54%
8/2/2019,67819,66616,67819,66240,815.59K,-0.33%
8/1/2019,68045,66917,68270,66165,1.19M,2.61%
07/31/2019,66316,63910,67067,63910,1.29M,5.00%
07/30/2019,63158,67218,67218,63158,1.28M,-4.33%
07/29/2019,66015,65789,66165,65263,549.94K,0.34%
07/26/2019,65789,65789,66090,65113,616.07K,0.00%
07/25/2019,65789,64511,66842,64285,1.79M,1.98%
07/24/2019,64511,64661,65188,64060,705.89K,0.00%
07/23/2019,64511,63609,64661,63383,1.07M,1.42%
07/22/2019,63609,63534,63609,63007,613.24K,0.12%
07/19/2019,63534,63158,64135,62707,1.34M,0.60%
07/18/2019,63158,62406,63158,62406,667.51K,0.00%
07/17/2019,63158,63082,64285,63082,1.06M,0.12%
07/16/2019,63082,61654,63158,61654,1.08M,2.32%
07/15/2019,61654,62406,62406,61128,926.96K,-1.32%
7/12/2019,62481,62481,62932,61955,814.87K,0.00%
7/11/2019,62481,62932,63082,62481,510.26K,-0.36%
7/10/2019,62707,62481,63007,62481,417.60K,0.36%
7/9/2019,62481,62406,63007,62030,753.40K,0.12%
7/8/2019,62406,63910,64060,62406,865.83K,-3.49%
7/5/2019,64661,63308,64661,62782,1.60M,1.18%
7/4/2019,63910,61654,63910,61579,2.70M,3.66%
7/3/2019,61654,60601,61654,60225,1.97M,1.11%
7/2/2019,60977,60902,61052,60150,1.41M,0.12%
7/1/2019,60902,59774,60902,59624,1.42M,2.14%
06/28/2019,59624,57594,59774,57519,1.21M,2.32%
06/27/2019,58270,59398,59398,58270,1.06M,-1.90%
06/26/2019,59398,59624,59849,59173,1.53M,-0.63%
06/25/2019,59774,60000,60225,59774,1.13M,0.00%
06/24/2019,59774,59098,60451,59098,1.89M,1.27%
06/21/2019,59022,59098,59624,59022,4.86M,0.13%
06/20/2019,58947,58947,59323,58646,2.03M,0.38%
06/19/2019,58722,58646,58872,58496,948.44K,0.13%
06/18/2019,58646,58496,58646,57368,2.13M,0.00%
06/17/2019,58646,60075,60075,58346,595.82K,-2.38%
06/14/2019,60075,59248,60075,59098,627.67K,-0.12%
06/13/2019,60150,59774,60150,57594,2.63M,0.00%
6/12/2019,60150,61278,61278,59774,1.16M,-2.32%
6/11/2019,61579,61654,61654,61128,487.98K,-0.12%
6/10/2019,61654,62406,62406,61203,775.27K,-0.24%
6/7/2019,61804,60526,62406,60075,744.09K,2.37%
6/6/2019,60376,60526,60752,59323,757.50K,-0.37%
6/5/2019,60601,61052,61278,60376,588.42K,0.00%
6/4/2019,60601,60526,60902,59323,725.26K,0.00%
6/3/2019,60601,61654,61654,59849,685.39K,-1.71%
05/31/2019,61654,62556,62556,60902,937.21K,-0.73%
05/30/2019,62105,62857,63007,62030,1.21M,-1.20%
05/29/2019,62857,63158,63308,62707,1.20M,0.12%
05/28/2019,62782,63458,63609,62782,1.87M,-1.07%
05/27/2019,63458,63534,63834,63458,633.83K,-0.12%
05/24/2019,63534,65188,65188,63534,1.11M,-2.31%
05/23/2019,65037,65113,65113,64737,490.33K,0.00%
05/22/2019,65037,64812,66090,64812,913.26K,-0.23%
05/21/2019,65188,66090,66240,65188,1.37M,-0.11%
05/20/2019,65263,65037,65263,64511,829.84K,0.12%
05/17/2019,65188,65413,65413,64887,1.03M,-0.34%
05/16/2019,65413,64661,65488,64436,1.24M,1.16%
05/15/2019,64661,64060,65037,64060,1.47M,1.18%
05/14/2019,63910,63158,64661,63158,1.72M,0.00%
05/13/2019,63910,63007,64060,63007,899.17K,1.19%
5/10/2019,63158,64361,64661,63007,1.27M,-0.59%
5/9/2019,63534,63910,64361,62857,1.28M,-1.28%
5/8/2019,64361,65413,65639,64210,1.16M,-2.62%
5/7/2019,66090,67519,67519,65940,749.18K,-1.24%
5/6/2019,66917,67669,67669,66616,679.31K,-1.55%
5/3/2019,67970,69022,69022,67970,807.49K,-1.09%
5/2/2019,68722,69173,69398,68346,588.26K,-0.65%
04/26/2019,69173,67819,69173,67594,1.39M,2.00%
04/25/2019,67819,67293,67819,67218,884.10K,0.56%
04/24/2019,67443,67443,67819,67443,818.25K,0.79%
04/23/2019,66917,67443,67669,66842,643.38K,-1.11%
04/22/2019,67669,67443,67669,66616,275.11K,1.12%
04/19/2019,66917,66917,67970,66917,336.65K,0.00%
04/18/2019,66917,67594,68045,66240,792.58K,-0.89%
04/17/2019,67519,68421,69097,67443,989.75K,-1.32%
04/16/2019,68421,67669,69097,66015,1.19M,-2.46%
4/12/2019,70150,70225,70376,69173,389.47K,-0.21%
4/11/2019,70300,69774,70526,69323,303.37K,1.08%
4/10/2019,69549,70526,70526,69398,426.92K,-1.39%
4/9/2019,70526,71428,72180,69925,1.27M,-0.85%
4/8/2019,71128,69925,71128,69699,854.52K,2.16%
4/5/2019,69624,69549,70075,69248,590.54K,0.65%
4/4/2019,69173,69699,69774,68646,636.41K,0.00%
4/3/2019,69173,69323,69323,68496,365.75K,-0.22%
4/2/2019,69323,70225,70451,69173,467.60K,-0.22%
4/1/2019,69473,69473,70526,69022,434.82K,0.98%
03/29/2019,68797,70676,70902,68797,1.37M,-1.72%
03/28/2019,70000,67894,70150,67669,1.16M,3.33%
03/27/2019,67744,68421,68421,67594,506.51K,0.22%
03/26/2019,67594,67669,68195,67293,803.37K,1.01%
03/25/2019,66917,67293,67293,65789,1.03M,-2.31%
03/22/2019,68496,66917,68571,66165,1.24M,3.29%
03/21/2019,66316,69925,69925,66316,1.31M,-4.34%
03/20/2019,69323,70000,70225,68421,1.38M,-1.91%
03/19/2019,70676,71428,71579,70300,1.43M,-0.32%
03/18/2019,70902,70676,71353,70676,1.37M,1.07%
03/15/2019,70150,70676,70676,69549,3.25M,-0.74%
03/14/2019,70676,70902,71128,69774,920.65K,0.00%
03/13/2019,70676,69624,72180,69549,2.15M,1.84%
3/12/2019,69398,68571,69624,68346,1.12M,2.56%
3/11/2019,67669,68421,69398,67669,693.86K,-1.64%
3/8/2019,68797,69173,69849,68722,909.80K,-0.54%
3/7/2019,69173,69173,71654,69097,1.70M,0.22%
3/6/2019,69022,68421,69097,68270,770.13K,0.88%
3/5/2019,68421,69323,69849,68045,1.50M,-2.36%
3/4/2019,70075,69173,70300,67368,1.18M,2.42%
3/1/2019,68421,66541,68722,65789,1.05M,4.00%
